ID Comment,ID Post,User Name,Comments,Sentiments,Call Quality Issues,"Data Quality Issues (3G, 4G)",Coverage Issues,Response Time,Agent Behavior,Overcharging and Stolen Credit Issues,Billing Errors,Subscription & Plan Issues,Hidden Charges,Suggestions,Promotions & Discounts,Competitor Pricing & Value (Mobilis and Djezzy),Competitor Plan Flexibility (Mobilis and Djezzy),Competitor Data Consumption (Mobilis and Djezzy),Loyalty Expression,Service Information Request,Other
2553,138,Zhoo Med,عندي أوريدو هايا نقدر نحولها لهذا العرض,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2554,139,Nabil Fellah,ابقوا معنا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2555,139,دهلي حاج,هنا الجزائر,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2556,139,Plateau Miroir,شكرا اوريدو,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2557,139,ام محمد منصف,موفقين يا رب العالمين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2558,139,Pat Chino,موفقين,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2559,139,Rabah Rayane,المزيد من التفوق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2560,139,Sabrina Issa,ربي يوفقهم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2561,139,Sãlihü Mühàmmád Hõng,im really سعيدة with this day that become radio days thanks.,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2562,139,Ben Fati,بالتوفيق ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2563,139,Rachida Azil,مزيدا من التألق والنجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2564,139,Ilyes Papillon,الله يوفقهم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2565,139,Àŷm Ęñ,الله يوفقهم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2566,140,Moussa Zeggar,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2567,140,هشام حمياني,ألف مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2568,140,Moussa Kachou,toutes nos felicitations,Positif,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2569,140,Ezzte Imane,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2570,140,Belkacemi Noura,machaallah,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2571,140,Miral Sirin,بصح كل مرة مشاركة و لا أربح زهري و نعرفو,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2572,140,قادة جيلالي,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2573,140,Marwa Ouarti,ه حسبتكم استهزاء حمدالله ياربي ربحت في شيء,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2574,140,Djamila Sf,عندي yooz كفماه افعل,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2575,140,La Belle Roos,وانا لماذا مربحتونيش,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2576,140,Samia Sari,مبروك عليكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2577,140,زيراري محمد الطيب,ألف مبروك للفائزين وحظ موفق للجميع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2578,140,Oum Imade,ألف مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2579,140,مرام ميمي,كفاش نشارك,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2580,140,اكرام عاقلة,مبروك عاقبة لنا ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2581,140,Wissem Wissem,مبروك,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,140,Àŷm Ęñ,مبروك عاقبة لنا ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2583,140,اشعياء بن تومرت,وكتاه نفوز,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2584,140,Mer À Amer,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2585,140,Mamat Awladi,الف مبروك وعقبالي,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2586,140,Räÿáñê Rãÿāñę,بينما اوريدو تدمر انا مستحيل نكمل,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2587,140,Djamila Sf,مبروك لعقوبة ليا,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2588,140,Ãbdõ Ãbdõ,dima اوريدو,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2589,140,Kousai Ranim,الف مبروك لعقوبة لنا ان شالله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2590,140,Samir Gega,مبروك عليكم,Positif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2591,141,ام محمد منصف,ربي يوفقكم لما فيه خير وصلاح,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2592,141,Om Oussaîd,روعة,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2593,141,Игра Смерть,لحد الان ماربحت لا يوجد,Negatif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2594,141,Hajj Lakhdar,بصح الوقت نرجو ايضا وقت,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2595,141,Ñesrine Bmg,عندي التطبيق صح مربحناش فوق 700ميغا لكن عاجبني ينفع,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2596,141,Şmãįlî Hâmzä,انا مبقاتش تسجلي,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2597,141,Si Do,شاركت بصح لعد الان مربحتش فوق 200مو,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2598,141,Shok Shpirti,من لبارح كوناكسيو ما تخدمش علاش!! و ايضا شبكة عيان,Negatif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2599,141,إلياس مباركي,أفضل عرض أحببته حتى الأن ربي يحفظكم,Positif,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2600,141,Më Hdï,سلام عليكم لدي سؤال على تطبيق my ooredoo لدي شريحة yooz yooz و شوفو ماذا يكتبلي,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2601,141,Møĥ Áň Ɗè,ما شاء الله تبارك الرحمن,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2602,141,Choukal Mahmoud,top,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2603,141,علي ولد أحمد,فيديليتي كانت ب 10 دج و حذفوهالي ولت ب 20 دج . هل هناك طريقة لارجاعها,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2604,141,Massil Mez,مابغاتش تمشيلي ممكن حل,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2605,141,ام محمد منصف,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2606,141,Fatmi Yassine,عندي في مشكل لي تطبيق ارويدو محبش يخدم,Negatif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2607,141,Samir Sam,merci,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2608,141,Redouane Slimani,جربتو بارك الله فيكم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2609,141,Moussa Zeggar,ما شاء الله ربي بارك وزيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2610,141,Hassan Athmani,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2611,141,رينوشه دينه,من لبارح انترنت مهيش تمشي عندي,Negatif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2612,141,シ シ,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2613,141,زهراء ابنة ابيها,روعة,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2614,141,Thafath Lune,شكرا لكم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2615,141,اية الرحمان,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2616,141,Mounder Mounder,وليت نربح الا 50 ميغا ولا ما نربحش لماذا,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2617,142,Jalilou Sifou,مبروك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2618,142,جواد علاء الدين,الف مبروك العاقبة لنا ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2619,142,Massil Mez,سلام من يعرف كيف يحلو شريحة اوريدو إلى yooz,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2620,142,Sa Fa,مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2621,142,Moh Amed,ان شاء الله رابحين,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2622,142,فاطمة الزهراء فاطمة الزهراء,لكي نربحو ماذا نديرو,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2623,142,Malika Harouni,ان شاء الله يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2624,142,Mamat Awladi,الف مبروك وعقبالي يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2625,142,Loulou Dadi,أمنيتي نربح أي شيء,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2626,142,Ali Omane,ألف مبروك مزيد من العروض,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2627,142,سعادتي أمي,الف مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2628,142,Diamon Noir,الف مبروك للجميع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2629,142,زيراري محمد الطيب,ألف مبروك للفائزين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2630,142,ترتيل ترتيل,ها من ربح,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2631,142,Àŷm Ęñ,الف مبروك العاقبة لنا ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2632,142,Djamila Ait Habouche,الف مبروك عاقبة لنا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2633,142,Touta Emad,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2634,142,Jalilou Sifou,ولا مرة,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2635,142,ᏕᎥᏰᎧ 乀 ぁ,الف مبروك للفائزين و حظ سعيد لي في قادم المسابقات,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2636,142,Meryam Siam,مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2637,142,Kousai Ranim,الف مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2638,142,Koki Algeroi,merci,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2639,142,Sabrina Issa,ألف مبروك لعقوبه ليا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2640,142,Tidir Ma,مبروك عليكم وربي معاكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641,142,Boussaha Samir,مبروك مبروك مبروك مبروك مبروك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2642,142,Katiab Maktib,الف مبروك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2643,142,Smail Gharbi,مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2644,143,Tìtò Tìtò,boyka boyka meilleur film de tous les temps,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2645,143,Ilyes Papillon,الله بارك اوريدو مزيد من تألق و وفاء,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,143,Àŷm Ęñ,الله بارك اوريدو مزيد من تألق و وفاء,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2647,143,Nou Noy,أتمنى الرد في الخاص,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2648,143,Katiab Maktib,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2649,143,Pat Chino,شكرا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2650,143,Abdr Abdr,عندي مشكل في شريحة اوريدو بعثت خاص لا يوجد لي رجعلي,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2651,143,Jojo Joujou,ماشاءالله,Positif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2652,143,Ilyes Papillon,الله بارك اوريدو مزيد من تألق و وفاء,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2653,143,Moussa Zeggar,مشاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2654,143,Ilyes Papillon,الله بارك اوريدو مزيد من تألق و وفاء,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2655,143,Lui Jio,يمشو بالكونيكسيو؟,Neutre,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2656,143,غريب ‟,لمحبي الاقتباسات: طلة على البروفايل واذا عجبك المحتوى افعل ابينو,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2657,143,محمد يزيد بن اسماعيل,هل يوجد فيه افلام و مسلسلات جزائرية ؟,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2658,143,Ilyes Papillon,الله بارك اوريدو مزيد من تألق و وفاء,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2659,144,Ilyes Papillon,الله بارك مزيد من تألق و نجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2660,144,Yacine Feghloul,كيف راني داير عرض 10 دينار يوتيوب الا محدود في اوريدو و مالحقتش نص شهر و ماحبش يمشي ليوتيوب اذا يوجد حل فيدونا,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2661,144,عقبة خالد,ما هي إمتيازات الموجودة في شريحة dima 1200,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2662,144,Fouad Belaidi,كيف يمكنني تحويل عرض yooz إلي ديما؟,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2663,144,Потерянный Ангел,vous le meritez vous meritez meme de prendre la place d algerie telecom vous les depasser par des annees de travail. vous etes plus professionnelle.. je veux remercier et je souhaite que vous donnez une suite favorable aux suggestions propose par vos clients pour une bonne amelioration et pour une bonne continuation un grand remerciement pour vous.,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2664,144,Daoui Telecome,احترافية كبيرة ..مزيد من التألق والنجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2665,144,عالم الجن والأسرار,كيف استهلك الرصيد المهدى؟,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2666,144,Karim Karimø,مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2667,144,Nacer Eddine Chenni,الحل؟,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2668,144,Sikou Iko,الله بارك مزيد من تألق و نجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2669,144,Miral Sirin,برفو عليكم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2670,144,Àŷm Ęñ,الله بارك مزيد من تألق و نجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2671,144,Rachida Azil,بالتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2672,144,محمد بن زيان,مشاء الله بارك فيكي في الدنيا والاخرة وجعل الجنة بدون حساب أمين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2673,144,الله اكبر,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2674,144,حسين حسين,بازار الصغير اوريد زلبون,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2675,145,عبد الكريم شترات,بالتوفيق والنجاح للجميع إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2676,145,Mamat Awladi,الف مبروك للفايزين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2677,145,زيراري محمد الطيب,ألف مبروك للفائزين وحظ موفق للجميع في المستقبل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2678,145,L. A. Şàlęm,بتوفيق الفائزين وحظ اوفر للباقين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2679,145,Hasni Hasni,مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2680,145,Abdelkrim Kerbadj,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2681,145,Nina Nihel,مبروك للفائزين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2682,145,زهراء ابنة ابيها,بالتوفيق للجميع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2683,145,Ikram Ait Ikhlef,مبروك على الفائزين لعقوبة ليا واللي مزال ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2684,145,فاروق فاروق,الف مبروك انا ooredoo مزال مرحبتش معاكم خواتي ان شاء الله ليت انا أربح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2685,145,Noureddine Beny,ألف مبروك للفائزين والعقوبة للبقية,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2686,145,Ali Omane,ألف مبروك مزيد من العروض,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2687,145,موح موح,الف مبروك وعقوبة لنا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2688,145,Sara Enseignante,مبروك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2689,145,Sabrina Issa,مبروك لعقوبه ليا,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2690,145,Adel Haddadi,ألف مبروك للفائزين وحظ موفق للجميع في المستقبل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2691,145,Amel Amal,الف مبروك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2692,145,Sami Mani,مبروك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2693,145,El Dram,كيف اشارك,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2694,145,Lãkhdãr Bait,كيف نشارك,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2695,145,Mon Dieu Mon Dieu,تم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2696,145,Zahir Hd,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2697,145,صبرينة صبري,دايما نشارك مستحيل اربحت,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2698,145,مرام مرومتي,مبروك لعقوبة لنا يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2699,145,Šâmïr'ş Qüêëñ,كيفاه نشارك؟,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2700,145,Mustapha Ahmed,مبروك عليهم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2701,145,Mouloud Mouloud,السلام عليكم كيف تكون المشاركة من فضلكم,Neutre,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,145,Hamza Hamza,ألف مبروك لهم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2703,145,Sam Ra,مبروك,Positif,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2704,146,Moua Taz,تحيا اوريدو,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2705,146,Tìtò Tìtò,vive ooredoo,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2706,146,Ilyas Salhi,اصلاح وضع انترنت,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2707,146,Nacera Boubegar,vive 0oredoo,Positif,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,146,Omar Omar,نرجى منكم الرد في الخاص,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2709,146,عبد الله عبد الله,الرد على الخاص,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2710,146,Hussain HS,ooredoo algerie لقد راسلتكم في الخاص,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2711,146,Ilyes Papillon,anazik,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2712,146,Ayoubo del Rio,انا فهاذ الوقت بالدات لا يوجد انترنت,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,146,Nacera Boubegar,ooredoo oua oulo,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2714,147,Marita Or,عندي 20سنة شكرا,Positif,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2715,147,Sad Hamiche,merci,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2716,147,Amine Algerican,bravo ooredoo algerie كبرنا معاكم كل يوم جديد,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2717,147,Abdelrzak Belguerra,او اطلقو شبكة عشية كامل مكان لا يوجد,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,147,Choukal Mahmoud,ربي يحفظكم و يفوقكم للمزيد من النجاح والتطور و الإبتكار.,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2719,147,Ali Omane,مزيد من التطور,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2720,147,عبد الكريم شترات,سبحان الله و بحمده سبحان الله العظيم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2721,147,فاطمة الزهراء بلقاسمي,bon courage,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2722,147,Hicham Molone,ooredoo algerie شبكة كامل لا يوجد في برج بوعريريج,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2723,147,Ilyes Papillon,مزيد من تألق وتطور و نجاح ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2724,147,Fouad Adjaoud,20 ans deja allah ibarek,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2725,147,Abdou Armani,صح أوريدو أقوى شبكة انترنت والاتصالات واللاسلكية حظ موفق,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2726,147,Billel Taalbi,20ans,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2727,147,Mokadem Hamada,ooredoo الافضل دائما,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2728,147,Ikram Ait Ikhlef,ربي يوفقكم ان شاء الله بمزيد من النجاحات,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2729,147,David Jalile,أفضل متعامل الصدق و المصداقية,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2730,147,Ilyes Papillon,برافو اوريدو,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2731,147,Slimani Radouane,اعانكم الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2732,147,Sï Näz,مشاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2733,147,أم أميمة,وفقكم المولى القدير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2734,148,Salem Hi,يآرب آمين,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2735,148,Djamal Djamal,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2736,148,Marita Or,ان شاء الله وبالتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2737,148,Àsmãa Bènbarkã,بإذن الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2738,148,Otmani Karim,أن شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2739,148,زهراء ابنة ابيها,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2740,148,Achour Touil,إن شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2741,148,Chãï Mã,ان شاء الله بالتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2742,148,Don Adam,ooredoo algerie vous etes les meilleurs,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2743,148,Sabrina Issa,إن شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2744,148,Mäi Ssä,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2745,148,توتا عماري,ان شاء الله بتوفيق,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2746,148,Fouzia Abed,inchallah,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2747,148,Sa Bri,إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2748,148,محمد بن عبد الرحمان,ان شاء الله وبالتوفيق للجميع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2749,148,Dodja Dodja,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2750,148,ام امينة,ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2751,148,Oum Imade,إن شاءلله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
